Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2008-06-18,6.3839287757873535,44.220001220703125,42.41999816894531,74.6500015258789,79.69999694824219,17.75749969482422,25.280000686645508,99.26000213623047,32.95000076293945,,182.77000427246094,26.549999237060547,52.07304382324219,118.6998062133789,22.280000686645508,64.44000244140625,38.7400016784668,26.579999923706055,58.209999084472656,74.30000305175781,33.26335906982422,28.459999084472656,16.969999313354492,65.0,46.70000076293945,30.219999313354492,20.96500015258789,33.74524688720703,35.130001068115234,57.66999816894531
2008-06-19,6.460713863372803,44.86000061035156,42.630001068115234,76.94999694824219,79.4800033569336,18.387500762939453,25.520000457763672,96.86000061035156,32.88999938964844,,186.92999267578125,27.18000030517578,52.769004821777344,119.52198791503906,22.850000381469727,64.62000274658203,38.650001525878906,26.68000030517578,58.59000015258789,74.12000274658203,33.96946716308594,28.93000030517578,16.959999084472656,64.9000015258789,46.41999816894531,27.889999389648438,21.0674991607666,34.232948303222656,35.439998626708984,57.689998626708984
2008-06-20,6.259643077850342,45.16999816894531,41.18000030517578,75.83000183105469,79.08000183105469,18.274999618530273,24.639999389648438,96.62000274658203,31.940000534057617,,183.77000427246094,26.25,51.67262649536133,117.34225463867188,22.3700008392334,64.05999755859375,37.86000061035156,26.829999923706055,57.400001525878906,73.0199966430664,33.520992279052734,28.229999542236328,16.6825008392334,63.15999984741211,45.630001068115234,27.1200008392334,20.892499923706055,33.18251419067383,35.06999969482422,56.2599983215332
2008-06-23,6.184286117553711,45.88999938964844,40.880001068115234,75.58999633789062,80.0,18.607500076293945,24.549999237060547,99.05999755859375,32.38999938964844,,178.58999633789062,25.059999465942383,52.42578887939453,118.03059387207031,22.360000610351562,64.29000091552734,36.869998931884766,26.6299991607666,57.0099983215332,72.95999908447266,34.18893051147461,27.969999313354492,16.725000381469727,62.93000030517578,44.84000015258789,26.389999389648438,20.264999389648438,33.67959213256836,34.70000076293945,56.63999938964844
2008-06-24,6.1875,46.36000061035156,42.099998474121094,74.79000091552734,76.63999938964844,17.71500015258789,24.479999542236328,98.63999938964844,32.220001220703125,,181.97999572753906,25.309999465942383,51.87283706665039,118.03059387207031,22.40999984741211,64.72000122070312,37.720001220703125,26.684999465942383,57.02000045776367,72.43000030517578,35.33396911621094,27.729999542236328,16.49250030517578,62.86000061035156,44.939998626708984,26.43000030517578,20.665000915527344,33.21064758300781,33.9900016784668,57.31999969482422
2008-06-25,6.335357189178467,46.81999969482422,40.939998626708984,69.63999938964844,76.58000183105469,17.6875,24.700000762939453,99.36000061035156,32.4900016784668,,183.64999389648438,25.469999313354492,49.09852981567383,119.1013412475586,22.649999618530273,65.27999877929688,37.90999984741211,27.049999237060547,58.04999923706055,72.56999969482422,35.286258697509766,28.350000381469727,16.49250030517578,63.4900016784668,44.970001220703125,26.790000915527344,20.514999389648438,33.37947082519531,33.95000076293945,58.119998931884766
2008-06-26,6.009285926818848,46.36000061035156,38.88999938964844,68.20999908447266,74.27999877929688,16.782499313354492,23.81999969482422,97.41000366210938,31.530000686645508,,176.25999450683594,24.65999984741211,46.84857940673828,115.80306243896484,21.59000015258789,64.26000213623047,36.31999969482422,26.610000610351562,56.45000076293945,70.26000213623047,34.54198455810547,27.75,14.875,62.25,44.11000061035156,25.969999313354492,19.774999618530273,32.17897033691406,32.880001068115234,56.83000183105469
2008-06-27,6.074643135070801,46.369998931884766,38.040000915527344,66.91999816894531,73.75,17.155000686645508,23.610000610351562,97.80000305175781,31.56999969482422,,174.55999755859375,24.020000457763672,46.934383392333984,114.77055358886719,21.489999771118164,63.56999969482422,35.04999923706055,25.920000076293945,56.5,69.51000213623047,35.286258697509766,27.6299991607666,15.085000038146973,60.4900016784668,44.29999923706055,26.010000228881836,20.649999618530273,32.15083312988281,32.970001220703125,56.29999923706055
2008-06-30,5.980000019073486,47.15999984741211,37.66999816894531,65.72000122070312,73.81999969482422,17.0575008392334,23.260000228881836,99.12999725341797,31.200000762939453,,174.89999389648438,23.420000076293945,47.935420989990234,113.31739807128906,21.479999542236328,64.33999633789062,34.310001373291016,25.989999771118164,56.220001220703125,69.58999633789062,35.963741302490234,27.510000228881836,14.90250015258789,60.810001373291016,43.400001525878906,26.25,20.327499389648438,33.201271057128906,32.5099983215332,56.20000076293945
2008-07-01,6.2385711669921875,48.63999938964844,40.02000045776367,65.44999694824219,74.08999633789062,17.530000686645508,23.149999618530273,99.08000183105469,31.049999237060547,,175.3300018310547,23.209999084472656,48.488372802734375,114.02485656738281,21.56999969482422,64.69000244140625,34.02000045776367,25.5,57.290000915527344,69.77999877929688,36.60305404663086,26.8700008392334,14.7475004196167,61.97999954223633,44.439998626708984,25.6299991607666,20.352500915527344,33.32319641113281,32.43000030517578,57.029998779296875
